   0,4.49975E+2,0.174192
   1,4.50790E+2,0.177286
   2,4.51605E+2,0.182094
   3,4.52420E+2,0.185388
   4,4.53235E+2,0.188133
   5,4.54050E+2,0.192774
   6,4.54864E+2,0.198197
   7,4.55678E+2,0.200526
   8,4.56492E+2,0.205184
   9,4.57306E+2,0.209011
  10,4.58120E+2,0.215083
  11,4.58933E+2,0.219441
  12,4.59746E+2,0.224465
  13,4.60559E+2,0.229423
  14,4.61372E+2,0.236443
  15,4.62185E+2,0.241550
  16,4.62997E+2,0.245609
  17,4.63809E+2,0.250533
  18,4.64621E+2,0.253578
  19,4.65433E+2,0.260248
  20,4.66244E+2,0.262012
  21,4.67056E+2,0.264807
  22,4.67867E+2,0.267918
  23,4.68678E+2,0.271261
  24,4.69488E+2,0.276701
  25,4.70299E+2,0.279679
  26,4.71109E+2,0.282507
  27,4.71919E+2,0.285002
  28,4.72729E+2,0.290525
  29,4.73539E+2,0.295799
  30,4.74348E+2,0.300124
  31,4.75158E+2,0.306080
  32,4.75967E+2,0.309257
  33,4.76776E+2,0.316411
  34,4.77584E+2,0.322200
  35,4.78393E+2,0.327523
  36,4.79201E+2,0.332314
  37,4.80009E+2,0.338952
  38,4.80817E+2,0.344059
  39,4.81624E+2,0.350830
  40,4.82432E+2,0.353142
  41,4.83239E+2,0.357783
  42,4.84046E+2,0.362525
  43,4.84853E+2,0.368098
  44,4.85659E+2,0.369778
  45,4.86466E+2,0.372639
  46,4.87272E+2,0.376848
  47,4.88078E+2,0.378944
  48,4.88884E+2,0.380741
  49,4.89689E+2,0.384783
  50,4.90494E+2,0.387844
  51,4.91300E+2,0.388842
  52,4.92104E+2,0.392436
  53,4.92909E+2,0.397260
  54,4.93714E+2,0.397160
  55,4.94518E+2,0.402533
  56,4.95322E+2,0.405278
  57,4.96126E+2,0.405195
  58,4.96930E+2,0.410835
  59,4.97733E+2,0.413945
  60,4.98537E+2,0.417439
  61,4.99340E+2,0.419419
  62,5.00142E+2,0.420883
  63,5.00945E+2,0.425823
  64,5.01748E+2,0.428951
  65,5.02550E+2,0.432012
  66,5.03352E+2,0.437369
  67,5.04154E+2,0.438949
  68,5.04955E+2,0.443441
  69,5.05757E+2,0.446851
  70,5.06558E+2,0.452191
  71,5.07359E+2,0.456932
  72,5.08160E+2,0.463370
  73,5.08960E+2,0.466864
  74,5.09761E+2,0.473717
  75,5.10561E+2,0.475730
  76,5.11361E+2,0.482218
  77,5.12161E+2,0.487941
  78,5.12960E+2,0.491268
  79,5.13760E+2,0.498771
  80,5.14559E+2,0.502913
  81,5.15358E+2,0.507554
  82,5.16157E+2,0.511630
  83,5.16955E+2,0.518052
  84,5.17753E+2,0.522327
  85,5.18552E+2,0.526902
  86,5.19349E+2,0.530312
  87,5.20147E+2,0.536883
  88,5.20945E+2,0.538397
  89,5.21742E+2,0.543221
  90,5.22539E+2,0.546499
  91,5.23336E+2,0.548462
  92,5.24133E+2,0.551639
  93,5.24929E+2,0.556497
  94,5.25725E+2,0.561155
  95,5.26522E+2,0.561338
  96,5.27317E+2,0.564548
  97,5.28113E+2,0.566511
  98,5.28908E+2,0.575295
  99,5.29704E+2,0.573532
 100,5.30499E+2,0.579470
 101,5.31294E+2,0.584528
 102,5.32088E+2,0.589535
 103,5.32883E+2,0.594825
 104,5.33677E+2,0.601346
 105,5.34471E+2,0.609847
 106,5.35265E+2,0.617134
 107,5.36058E+2,0.622856
 108,5.36852E+2,0.631291
 109,5.37645E+2,0.638777
 110,5.38438E+2,0.646728
 111,5.39231E+2,0.652601
 112,5.40023E+2,0.659638
 113,5.40816E+2,0.662133
 114,5.41608E+2,0.667274
 115,5.42400E+2,0.670168
 116,5.43191E+2,0.671665
 117,5.43983E+2,0.673612
 118,5.44774E+2,0.677438
 119,5.45565E+2,0.678902
 120,5.46356E+2,0.682113
 121,5.47147E+2,0.684192
 122,5.47938E+2,0.687070
 123,5.48728E+2,0.688584
 124,5.49518E+2,0.691029
 125,5.50308E+2,0.695870
 126,5.51098E+2,0.697118
 127,5.51887E+2,0.698931
 128,5.52676E+2,0.701793
 129,5.53465E+2,0.706384
 130,5.54254E+2,0.708879
 131,5.55043E+2,0.711524
 132,5.55831E+2,0.714519
 133,5.56620E+2,0.716998
 134,5.57408E+2,0.717763
 135,5.58195E+2,0.723103
 136,5.58983E+2,0.726297
 137,5.59771E+2,0.727744
 138,5.60558E+2,0.731936
 139,5.61345E+2,0.736045
 140,5.62132E+2,0.735896
 141,5.62918E+2,0.740470
 142,5.63705E+2,0.744713
 143,5.64491E+2,0.746992
 144,5.65277E+2,0.749737
 145,5.66062E+2,0.757123
 146,5.66848E+2,0.758004
 147,5.67633E+2,0.759568
 148,5.68419E+2,0.762962
 149,5.69204E+2,0.766406
 150,5.69988E+2,0.770531
 151,5.70773E+2,0.774208
 152,5.71557E+2,0.779282
 153,5.72341E+2,0.784821
 154,5.73125E+2,0.787383
 155,5.73909E+2,0.790960
 156,5.74692E+2,0.793987
 157,5.75476E+2,0.797265
 158,5.76259E+2,0.802222
 159,5.77042E+2,0.805300
 160,5.77824E+2,0.806930
 161,5.78607E+2,0.811305
 162,5.79389E+2,0.813834
 163,5.80171E+2,0.817427
 164,5.80953E+2,0.820921
 165,5.81735E+2,0.824214
 166,5.82516E+2,0.827309
 167,5.83298E+2,0.831651
 168,5.84079E+2,0.834213
 169,5.84859E+2,0.835793
 170,5.85640E+2,0.838305
 171,5.86420E+2,0.839619
 172,5.87201E+2,0.841366
 173,5.87981E+2,0.843894
 174,5.88761E+2,0.843978
 175,5.89540E+2,0.847321
 176,5.90320E+2,0.849018
 177,5.91099E+2,0.850798
 178,5.91878E+2,0.850931
 179,5.92657E+2,0.851447
 180,5.93435E+2,0.854209
 181,5.94213E+2,0.856920
 182,5.94992E+2,0.860148
 183,5.95770E+2,0.858151
 184,5.96547E+2,0.861977
 185,5.97325E+2,0.864789
 186,5.98102E+2,0.863741
 187,5.98879E+2,0.864922
 188,5.99656E+2,0.867051
 189,6.00433E+2,0.869314
 190,6.01210E+2,0.866386
 191,6.01986E+2,0.870711
 192,6.02762E+2,0.871926
 193,6.03538E+2,0.871293
 194,6.04314E+2,0.875319
 195,6.05089E+2,0.878530
 196,6.05864E+2,0.878913
 197,6.06639E+2,0.883620
 198,6.07414E+2,0.884369
 199,6.08189E+2,0.887813
 200,6.08964E+2,0.888994
 201,6.09738E+2,0.890973
 202,6.10512E+2,0.894400
 203,6.11286E+2,0.894267
 204,6.12059E+2,0.895199
 205,6.12833E+2,0.901820
 206,6.13606E+2,0.902252
 207,6.14379E+2,0.908125
 208,6.15152E+2,0.911851
 209,6.15924E+2,0.916742
 210,6.16697E+2,0.925492
 211,6.17469E+2,0.932413
 212,6.18241E+2,0.933311
 213,6.19013E+2,0.942195
 214,6.19785E+2,0.949614
 215,6.20556E+2,0.956135
 216,6.21327E+2,0.960877
 217,6.22098E+2,0.969810
 218,6.22869E+2,0.975266
 219,6.23639E+2,0.981671
 220,6.24410E+2,0.988508
 221,6.25180E+2,0.994597
 222,6.25950E+2,0.997558
 223,6.26720E+2,1.000636
 224,6.27489E+2,1.002033
 225,6.28258E+2,1.002233
 226,6.29028E+2,1.004462
 227,6.29797E+2,1.003930
 228,6.30565E+2,0.994980
 229,6.31334E+2,0.991453
 230,6.32102E+2,0.978560
 231,6.32870E+2,0.969461
 232,6.33638E+2,0.955936
 233,6.34406E+2,0.946221
 234,6.35173E+2,0.936206
 235,6.35940E+2,0.926890
 236,6.36708E+2,0.918406
 237,6.37474E+2,0.914896
 238,6.38241E+2,0.910138
 239,6.39008E+2,0.908973
 240,6.39774E+2,0.912034
 241,6.40540E+2,0.915877
 242,6.41306E+2,0.921267
 243,6.42071E+2,0.930716
 244,6.42837E+2,0.937670
 245,6.43602E+2,0.947219
 246,6.44367E+2,0.958015
 247,6.45132E+2,0.964420
 248,6.45896E+2,0.974035
 249,6.46661E+2,0.974601
 250,6.47425E+2,0.979808
 251,6.48189E+2,0.983584
 252,6.48953E+2,0.982669
 253,6.49716E+2,0.981571
 254,6.50480E+2,0.980507
 255,6.51243E+2,0.975632
 256,6.52006E+2,0.973403
 257,6.52769E+2,0.972954
 258,6.53531E+2,0.972505
 259,6.54294E+2,0.965967
 260,6.55056E+2,0.967498
 261,6.55818E+2,0.963039
 262,6.56579E+2,0.962706
 263,6.57341E+2,0.962157
 264,6.58102E+2,0.959130
 265,6.58863E+2,0.959695
 266,6.59624E+2,0.960211
 267,6.60385E+2,0.957849
 268,6.61146E+2,0.958531
 269,6.61906E+2,0.957982
 270,6.62666E+2,0.955204
 271,6.63426E+2,0.956551
 272,6.64186E+2,0.958315
 273,6.64945E+2,0.955403
 274,6.65704E+2,0.956984
 275,6.66463E+2,0.953740
 276,6.67222E+2,0.953324
 277,6.67981E+2,0.956801
 278,6.68739E+2,0.953590
 279,6.69498E+2,0.955370
 280,6.70256E+2,0.954721
 281,6.71013E+2,0.955204
 282,6.71771E+2,0.955370
 283,6.72529E+2,0.953241
 284,6.73286E+2,0.953923
 285,6.74043E+2,0.952043
 286,6.74800E+2,0.949631
 287,6.75556E+2,0.953025
 288,6.76313E+2,0.951261
 289,6.77069E+2,0.949681
 290,6.77825E+2,0.950246
 291,6.78581E+2,0.949198
 292,6.79336E+2,0.948433
 293,6.80092E+2,0.948500
 294,6.80847E+2,0.947501
 295,6.81602E+2,0.944856
 296,6.82356E+2,0.943991
 297,6.83111E+2,0.941596
 298,6.83865E+2,0.940997
 299,6.84620E+2,0.939383
 300,6.85374E+2,0.936572
 301,6.86127E+2,0.938385
 302,6.86881E+2,0.935524
 303,6.87634E+2,0.934991
 304,6.88387E+2,0.933095
 305,6.89140E+2,0.932363
 306,6.89893E+2,0.931215
 307,6.90645E+2,0.928753
 308,6.91398E+2,0.926956
 309,6.92150E+2,0.922781
 310,6.92902E+2,0.921566
 311,6.93653E+2,0.920003
 312,6.94405E+2,0.920818
 313,6.95156E+2,0.920435
 314,6.95907E+2,0.919687
 315,6.96658E+2,0.917724
 316,6.97409E+2,0.917374
 317,6.98159E+2,0.916409
 318,6.98909E+2,0.911685
 319,6.99659E+2,0.912467
 320,7.00409E+2,0.908824
 321,7.01159E+2,0.909289
 322,7.01908E+2,0.909905
 323,7.02658E+2,0.904715
 324,7.03407E+2,0.903068
 325,7.04155E+2,0.899574
